,code,course name,EOS,Mid,test
700,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",583.0,583.0,no
701,TR239,Classical Languages/Modern Language,543.0,558.0,no
702,TR240,Computer Science/Geography,482.0,541.0,no
703,TR241,Computer Science/Linguistics,495.0,532.0,no
704,TR262,English Literature/History,576.0,600.0,no
705,TR263,English Literature/History of Art and Architecture,571.0,576.0,no
706,TR269,English Literature/Philosophy,555.0,584.0,no
707,TR272,English Literature/Sociology,553.0,567.0,no
708,TR276,English Literature/Drama Studies,555.0,589.0,yes
709,TR277,English Literature/Modern Language,554.0,586.0,no
710,TR311,Film/Drama Studies,578.0,578.0,yes
711,TR312,Film/English Literature,576.0,590.0,no
712,TR320,Film/Music,584.0,601.0,yes
713,TR322,Geography/History,613.0,613.0,no
714,TR323,Drama Studies/Modern Language,495.0,589.0,yes
715,TR324,Film/Modern Language,577.0,589.0,no
716,TR325,Film/History,613.0,613.0,no
717,TR326,Geography/Modern Language,451.0,500.0,no
718,TR328,Political Science/Geography,564.0,590.0,no
719,TR332,Geography/Sociology,522.0,554.0,no
720,TR443,History/History of Art and Architecture,581.0,613.0,no
721,TR447,History/Modern Language,576.0,576.0,no
722,TR449,History/Philosophy,579.0,590.0,no
723,TR454,History/Religion,0.0,0.0,no
724,TR455,History of Art and Architecture/Modern Language,451.0,512.0,no
725,TR457,History/Political Science,576.0,590.0,no
726,TR479,History of Art and Architecture/Philosophy,519.0,531.0,no
727,TR482,Sociology/History of Art and Architecture,522.0,541.0,no
728,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",543.0,543.0,no
729,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",544.0,544.0,no
730,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",576.0,580.0,no
731,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",590.0,590.0,no
732,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",0.0,0.0,yes
733,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",949.0,0.0,no
734,TR580,Business Studies/Law,625.0,625.0,no
735,TR581,History/Law,625.0,625.0,no
736,TR582,Political Science/Law,625.0,625.0,no
737,TR587,"Middle Eastern,Jewish and Islamic Civilisations/Linguistics",0.0,0.0,no
738,TR588,Linguistics/Modern Language,456.0,519.0,no
739,TR589,Linguistics/Philosophy,520.0,553.0,no
740,TR592,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",531.0,539.0,no
741,TR597,Mathematics/Modern Language,613.0,613.0,no
742,TR598,Mathematics/Music,625.0,625.0,yes
743,TR599,Mathematics/Philosophy,625.0,625.0,no
744,TR629,Music/Philosophy,533.0,533.0,yes
745,TR635,Music/Drama Studies,532.0,532.0,yes
746,TR636,Music/Modern Language,530.0,555.0,yes
747,TR638,Music/Religion,0.0,0.0,yes
748,TR639,Philosophy/Modern Language,520.0,540.0,no
749,TR662,Philosophy/Sociology,531.0,542.0,no
750,TR663,Religion/Classical Civilisation,418.0,442.0,no
751,TR664,Religion/English Literature,966.0,0.0,no
752,TR665,Religion/History of Art and Architecture,369.0,494.0,no
753,TR666,Religion/Modern Language,0.0,0.0,no
754,TR667,French/Modern Language,466.0,508.0,no
755,TR668,German/Modern Language,441.0,521.0,no
756,TR669,Irish/Modern Language,464.0,533.0,no
757,TR670,Italian/Modern Language,462.0,498.0,no
758,TR671,Russian/Modern Language,501.0,525.0,no
759,TR672,Spanish/Modern Language,486.0,552.0,no
760,TR756,Sociology/Modern Language,522.0,545.0,no
761,TR757,Modern Language/Social Policy,555.0,566.0,no
762,TR758,Social Policy/Political Science,566.0,597.0,no
763,TR759,Sociology/Social Policy,554.0,579.0,no
767,TR911,Children`s and General Nursing (Integrated),529.0,544.0,no
768,TR913,Midwifery,520.0,543.0,no
769,DN100,Architecture,553.0,577.0,no
770,DN120,Landscape Architecture,430.0,484.0,no
771,DN130,City Planning and Environmental Policy,420.0,474.0,no
772,DN150,Engineering (Common Entry),556.0,601.0,no
773,DN200,Science (options),566.0,589.0,no
774,DN201,Computer Science (Common Entry),542.0,558.0,no
775,DN230,Actuarial and Financial Studies,613.0,625.0,no
776,DN240,Sustainability,506.0,532.0,no
777,DN250,Agricultural Science (options),440.0,489.0,no
778,DN261,Food Science,522.0,544.0,no
779,DN262,Human Nutrition,566.0,577.0,no
780,DN300,Veterinary Medicine - Undergraduate Entry,601.0,613.0,yes
781,DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),0.0,0.0,yes
782,DN310,Veterinary Nursing,486.0,522.0,no
783,DN400,Medicine - Undergraduate Entry (HPAT required),743.0,751.0,yes
784,DN401,Medicine - Graduate Entry (GAMSAT required),61.0,63.0,yes
785,DN410,Radiography,565.0,578.0,no
786,DN411,Radiography - Graduate Entry,0.0,0.0,yes
787,DN420,Physiotherapy,601.0,613.0,no
788,DN425,Health and Performance Science,541.0,555.0,no
789,DN430,Sport and Exercise Management,473.0,499.0,no
790,DN440,"Biomedical, Health and Life Sciences",613.0,618.0,no
791,DN450,General Nursing,462.0,490.0,no
792,DN451,Children`s and General Nursing (Integrated),532.0,554.0,no
793,DN452,Midwifery,507.0,511.0,no
794,DN453,Mental Health Nursing,441.0,451.0,no
795,DN520,Joint Honours (options),356.0,445.0,no
796,DN530,Humanities (options),359.0,465.0,no
797,DN541,Modern Languages (options),320.0,423.0,no
798,DN600,Law (options),566.0,588.0,no
799,DN610,Business and Law,566.0,589.0,no
800,DN650,Commerce,554.0,567.0,no
801,DN660,Commerce International (options),554.0,567.0,no
802,DN670,Economics and Finance,625.0,625.0,no
803,DN700,Social Sciences (options),463.0,509.0,no
804,DN710,Economics,522.0,544.0,no
805,DN720,Psychology,555.0,577.0,no
806,DN750,Social Policy and Sociology,408.0,441.0,no
830,DK810,Accounting and Finance,307.0,399.0,no
831,DK816,Business Studies,301.0,382.0,no
832,DK820,Computing in Games Development,309.0,381.0,no
833,DK821,Computing in Software Development,307.0,379.0,no
834,DK822,Augmented and Virtual Reality,307.0,340.0,no
835,DK830,Building Surveying,305.0,378.0,no
836,DK831,Architectural Technology,314.0,377.0,no
837,DK832,Construction Management,305.0,362.0,no
838,DK843,Engineering (Common Entry),391.0,466.0,no
839,DK844,Mechanical Engineering,336.0,435.0,no
840,DK845,Electrical and Electronic Engineering,331.0,434.0,no
841,DK846,Civil Engineering,371.0,465.0,no
842,DK850,International Tourism Management,303.0,417.0,no
843,DK861,Arts,300.0,347.0,no
844,DK862,Social Care,301.0,348.0,no
845,DK863,Creative Media,309.0,432.0,no
846,DK864,Film and Television Production,308.0,399.0,no
847,DK865,Audio and Music Production,308.0,404.0,no
848,DK870,General Nursing,433.0,451.0,no
849,DK872,Intellectual Disability Nursing,347.0,368.0,no
850,DK874,Mental Health Nursing,391.0,414.0,no
851,DK876,Early Childhood Studies,300.0,357.0,no
852,DK877,Midwifery,470.0,495.0,no
853,DK880,Health and Physical Activity,300.0,397.0,no
854,DK882,Agriculture (Award options),342.0,402.0,no
855,DK883,Science (Award options),302.0,384.0,no
856,DK884,Sustainable Agriculture,348.0,397.0,no
857,DK885,Agri-Food Production,0.0,0.0,no
858,DK886,Biopharmaceutical Science,347.0,388.0,no
859,DK887,Environmental Science,377.0,440.0,no
867,GA181,Accounting,303.0,400.0,no
868,GA182,Business,285.0,369.0,no
869,GA183,Business Information Systems,298.0,358.0,no
870,GA184,Marketing and Sales,300.0,368.0,no
871,GA185,Finance and Economics,318.0,378.0,no
872,GA186,Business with Entrepreneurship,287.0,346.0,no
873,GA187,Rural Enterprise and Agri-Business,291.0,358.0,no
877,GA281,Film and Documentary,301.0,358.0,no
878,GA282,Heritage Studies,252.0,343.0,no
879,GA283,Contemporary Art (portfolio),790.0,876.0,yes
880,GA284,Design,331.0,398.0,no
881,GA285,"Education (Art, Design and Graphics)",406.0,442.0,no
890,GA380,International Hotel Management,218.0,320.0,no
891,GA381,International Tourism Management,252.0,317.0,no
892,GA382,Culinary and Gastronomic Science,235.0,375.0,no
893,GA384,Event Management with Public Relations,230.0,340.0,no
898,GA480,Construction Management,302.0,359.0,no
899,GA482,Quantity Surveying and Construction Economics,304.0,388.0,no
900,GA483,Architectural Technology,273.0,361.0,no
901,GA484,Civil Engineering,377.0,421.0,no
903,GA580,Software and Electronic Engineering,300.0,388.0,no
910,GA680,Mechanical Engineering,400.0,455.0,no
911,GA681,Energy Engineering,312.0,392.0,no
912,GA682,Biomedical Engineering,331.0,413.0,no
913,GA683,Agricultural Engineering,304.0,390.0,no
914,GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,413.0,456.0,no
915,GA685,Manufacturing Engineering Design,336.0,377.0,no
924,GA780,Applied Freshwater and Marine Biology,366.0,435.0,no
925,GA781,Applied Biology and Biopharmaceutical Science,381.0,442.0,no
926,GA782,Chemical and Pharmaceutical Science,356.0,398.0,no
927,GA783,Physics and Instrumentation,301.0,387.0,no
928,GA784,Science (Undenominated),445.0,466.0,no
929,GA785,Medical Science,510.0,532.0,no
930,GA786,Forensic Science and Analysis,408.0,462.0,no
931,GA787,Computing in Software Development,310.0,381.0,no
932,GA788,Computing and Digital Media,270.0,314.0,no
933,GA789,Agriculture and Environmental Management,340.0,392.0,no
934,GA790,Sport and Exercise Science,366.0,431.0,no
935,GA791,Public Health Nutrition,368.0,431.0,no
943,GA880,General Nursing,440.0,455.0,no
944,GA882,Psychiatric Nursing,369.0,398.0,no
945,GA885,Outdoor Education,269.0,360.0,no
946,GA887,History and Geography,201.0,288.0,no
947,GA889,Applied Social Care,265.0,339.0,no
948,GA890,Early Childhood Education and Care,227.0,336.0,no
949,GA891,Geography and Outdoor Education,261.0,366.0,no
950,GA892,Community Development and Youth Work (Level 8),0.0,0.0,no
955,GA980,Education (Design Graphics and Construction),410.0,435.0,no
956,GA981,Furniture Design and Manufacture,346.0,385.0,no
957,GA982,Furniture Making and Architectural Woodworking,360.0,402.0,no
958,GA983,Furniture and Digital Manufacturing,0.0,0.0,no
959,GA984,"Furniture Design, Making and Technology - Common Entry",467.0,498.0,no
960,GY101,Arts (Joint-Honours),326.0,423.0,no
961,GY104,BSc (Psychology),545.0,566.0,no
962,GY105,Arts (History),357.0,424.0,no
963,GY109,Arts (Mathematics and Education),413.0,487.0,no
964,GY110,Arts (Children and Youth Studies - options),387.0,440.0,no
965,GY111,Arts (English and Creative Writing),420.0,518.0,no
966,GY113,Arts with Human Rights,413.0,477.0,no
967,GY115,Arts with Performing Arts Studies,300.0,393.0,no
968,GY118,"Arts (Drama, Theatre and Performance Studies)",430.0,476.0,no
969,GY119,Arts (Journalism),473.0,521.0,no
970,GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,496.0,no
971,GY123,Applied Social Sciences,419.0,451.0,no
972,GY125,Arts (Digital Arts and Technology),403.0,444.0,no
973,GY127,Arts (Film and Digital Media),421.0,488.0,no
974,GY128,Arts (Global Languages),346.0,468.0,no
975,GY129,Arts (Global Experience),465.0,522.0,no
976,GY130,Arts (Music),462.0,498.0,no
977,GY132,"Government (Politics, Economics and Law)",451.0,495.0,no
978,GY133,Education (Computer Science and Mathematical Studies),454.0,476.0,no
979,GY134,Geography and Geosystems,425.0,476.0,no
980,GY135,Arts (Global Media),442.0,484.0,no
981,GY136,Na Dána (Léann Teanga - options),526.0,526.0,no
982,GY201,Commerce,476.0,499.0,no
983,GY202,Commerce (International) with French,520.0,548.0,no
984,GY203,Commerce (International) with German,518.0,532.0,no
985,GY204,Commerce (International) with Spanish,506.0,531.0,no
986,GY206,Business Information Systems (Work Placement and Optional Int`l Study),509.0,544.0,no
987,GY207,Commerce (Accounting) including optional Global Experience year,543.0,578.0,no
988,GY208,Commerce (Gaeilge),508.0,547.0,no
989,GY209,Commerce (Global Experience),551.0,578.0,no
990,GY250,Law and Business,510.0,541.0,no
991,GY251,Law (BCL),542.0,554.0,no
992,GY252,Law (BCL) and Human Rights,565.0,567.0,no
993,GY253,Law and Taxation,506.0,531.0,no
994,GY254,"Law (BCL), Criminology and Criminal Justice",548.0,566.0,no
995,GY261,Business Studies in International Hotel Management (interview),503.0,647.0,yes
996,GY262,Commerce in International Hotel Management (interview),709.0,743.0,yes
997,GY301,Science,488.0,529.0,no
998,GY303,Biomedical Science,613.0,613.0,no
999,GY304,Biotechnology,495.0,522.0,no
1000,GY308,Environmental Science,430.0,473.0,no
1001,GY309,Financial Mathematics and Economics,509.0,565.0,no
1002,GY310,Marine Science,467.0,499.0,no
1003,GY313,Environmental Health and Safety,412.0,452.0,no
1004,GY314,Earth and Ocean Sciences,422.0,463.0,no
1005,GY318,Biopharmaceutical Chemistry,555.0,581.0,no
1006,GY319,Mathematical Science,543.0,589.0,no
1007,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",465.0,533.0,no
1008,GY321,Genetics and Genomics,532.0,565.0,no
1009,GY322,Agricultural Sciences,485.0,518.0,no
1010,GY350,Computer Science and Information Technology,495.0,521.0,no
1011,GY401,Engineering (Undenominated),520.0,555.0,no
1012,GY402,Civil Engineering,521.0,545.0,no
1013,GY405,Mechanical Engineering,541.0,589.0,no
1014,GY406,Electronic and Computer Engineering,555.0,566.0,no
1015,GY408,Biomedical Engineering,554.0,578.0,no
1016,GY410,Project and Construction Management,431.0,455.0,no
1017,GY413,Energy Systems Engineering,509.0,543.0,no
1018,GY414,Electrical and Electronic Engineering,433.0,476.0,no
1019,GY501,"Medicine (five year/six year course, HPAT required)",737.0,740.0,yes
1020,GY502,Occupational Therapy,601.0,602.0,no
1021,GY503,Speech and Language Therapy,578.0,590.0,no
1022,GY504,Podiatric Medicine,510.0,533.0,no
1023,GY515,General Nursing (Galway and Portiuncula),476.0,507.0,no
1024,GY516,Mental Health Nursing,412.0,451.0,no
1025,GY517,Midwifery,507.0,532.0,no
1028,LY108,Business - Accounting,312.0,432.0,no
1029,LY118,Business,288.0,387.0,no
1030,LY128,Marketing with Online Technologies,261.0,369.0,no
1033,LY208,Law,290.0,388.0,no
1034,LY228,Sports and Exercise - Common Entry,290.0,379.0,no
1037,LY408,Design - Common Entry,301.0,380.0,yes
1043,LY508,Fire Safety Engineering,283.0,352.0,no
1044,LY518,Quantity Surveying,304.0,387.0,no
1046,LY528,Construction Management,262.0,298.0,no
1047,LY538,Architectural Technology,234.0,403.0,no
1050,LY608,Mechanical Engineering,300.0,390.0,no
1052,LY618,Electronic Engineering,321.0,368.0,no
1054,LY708,Applied Computing,320.0,430.0,no
1057,LY748,Computer Science,316.0,421.0,no
1061,LY818,Science - Common Entry,302.0,411.0,no
1063,LY828,Agriculture - Common Entry,300.0,360.0,no
1071,LY908,General Nursing,429.0,441.0,no
1073,LY918,Psychiatric Nursing,361.0,399.0,no
1074,LY928,Intellectual Disability Nursing,342.0,386.0,no
1075,LY968,"Early Childhood Care, Health and Education",288.0,380.0,no
1076,LY978,Health and Social Care - Common Entry,279.0,347.0,no
1077,MI001,Contemporary and Applied Theatre Studies,209.0,484.0,no
1078,MI002,Arts,280.0,408.0,no
1079,MI004,Education - Primary Teaching - International,589.0,601.0,no
1080,MI005,Education - Primary Teaching,522.0,554.0,no
1081,MI006,Education - Primary Teaching - Gaeltacht Applicants,485.0,522.0,yes
1082,MI007,Early Childhood Care and Education,409.0,462.0,no
1083,MI008,Education and Psychology - Primary Teaching,590.0,602.0,no
1084,MI009,"Education, Business Studies and Accounting",434.0,477.0,no
1085,MI010,"Education, Business Studies and Religious Studies",370.0,412.0,no
1086,MI011,"Education, Gaeilge and Religious Studies",407.0,444.0,no
1087,MI012,"Education, Gaeilge and Business Studies",387.0,451.0,no
1088,MI013,"Education, Mathematics and Gaeilge",509.0,543.0,no
1089,MI014,"Education, Mathematics and Business Studies",476.0,531.0,no
1090,CI110,Counselling and Psychotherapy,292.0,368.0,no
1091,CI111,Counselling and Psychotherapy with Addiction Studies,290.0,356.0,no
1092,CI112,Counselling and Psychotherapy with Youth Studies,325.0,388.0,no
1093,LC110,"Art and Design (Common Entry, portfolio)",794.0,981.0,yes
1094,LC114,Fashion and Textiles for Product and Costume (portfolio),914.0,933.0,yes
1095,LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",993.0,1058.0,yes
1096,LC220,Digital Marketing,263.0,322.0,no
1099,LC223,Law and Taxation,331.0,410.0,no
1100,LC224,Accounting and Finance,300.0,356.0,no
1101,LC225,Marketing and Management,298.0,376.0,no
1102,LC226,Enterprise and Innovation,255.0,327.0,no
1105,LC233,Software Development,280.0,348.0,no
1106,LC234,Immersive Digital Media and Spatial Computing,226.0,342.0,no
1108,LC236,Internet Systems Development,260.0,305.0,no
1109,LC239,Computer Networks and Systems Management,317.0,378.0,no
1110,LC241,Construction Management,326.0,387.0,no
1111,LC242,Property Valuation and Management,308.0,377.0,no
1112,LC243,Quantity Surveying,278.0,359.0,no
1113,LC248,Built Environment (Common Entry),300.0,357.0,no
1115,LC252,Civil Engineering Management,264.0,338.0,no
1117,LC263,Medical Technology,391.0,455.0,no
1118,LC265,Forensic and Pharmaceutical Sciences,498.0,528.0,no
1119,LC266,Drug and Medicinal Product Analysis,252.0,368.0,no
1124,LC275,Electrical Engineering,347.0,382.0,no
1134,LC288,Mechanical Engineering,369.0,432.0,no
1135,LC289,Precision Engineering,261.0,357.0,no
1137,LC292,Social Care Work,374.0,410.0,no
1138,LC293,Business Studies with Travel and Tourism Management,264.0,356.0,no
1139,LC294,Business Studies with Event Management,279.0,356.0,no
1140,LC295,Business Studies with Sports Management,262.0,320.0,no
1141,LC297,Community and Addiction Studies,262.0,316.0,no
1142,LC320,Business,381.0,408.0,no
1144,LC330,Business with Computing,308.0,367.0,no
1146,LC340,Interior Design,368.0,420.0,no
1147,LC362,Biotechnology and Biopharmaceutical Sciences,429.0,463.0,no
1148,LC371,Creative Broadcast and Film Production,310.0,387.0,no
1149,LC372,Music Technology and Production,377.0,454.0,no
1150,LC374,Renewable and Electrical Energy Engineering,319.0,401.0,no
1151,LC375,Industrial Automation and Robotic Systems,309.0,383.0,no
1152,LC376,Electronic Engineering with Computer Systems,357.0,378.0,no
1153,LC380,Automotive Engineering and Transport Management,298.0,340.0,no
1154,LC392,Business Studies in Beauty and Spa Management,317.0,358.0,no
1155,LC393,Early Childhood Education and Care,276.0,339.0,no
1160,LC402,Social Care Work,228.0,306.0,no
1161,LC408,Environmental Science and Climate,279.0,347.0,no
1163,LC416,Business,260.0,300.0,no
1164,LC418,Computing - Games Design and Development,256.0,320.0,no
1165,LC422,Applied Strength and Conditioning,289.0,359.0,no
1168,LC502,Game Art and Design (portfolio),841.0,1018.0,yes
1170,LC517,Creative Media and Design,279.0,413.0,no
1171,LC518,Digital Animation Production (portfolio),807.0,977.0,yes
1173,LC612,Social Care Work,309.0,348.0,no
1174,LM002,Arts,360.0,423.0,no
1175,LM019,Social Sciences,451.0,507.0,no
1176,LM020,Law and Accounting,474.0,520.0,no
1177,LM026,Performing Arts (audition format TBC),329.0,451.0,yes
1178,LM028,Criminal Justice,420.0,454.0,no
1179,LM029,Law Plus,530.0,554.0,no
1180,LM038,Psychology and Sociology,530.0,533.0,no
1181,LM039,Journalism and Digital Communication,432.0,473.0,no
1182,LM040,European Studies,409.0,521.0,no
1183,LM044,Applied Languages,429.0,485.0,no
1184,LM050,Business Studies (options),451.0,489.0,no
1185,LM056,International Business,555.0,589.0,no
1186,LM058,Financial Mathematics,468.0,531.0,no
1187,LM063,Technology Management,410.0,452.0,no
1188,LM066,Environmental Science,430.0,478.0,no
1189,LM068,Food Science and Health,464.0,495.0,no
1190,LM076,Product Design and Technology (portfolio required),401.0,499.0,yes
1191,LM077,Aeronautical Engineering,567.0,601.0,no
1192,LM082,Construction Management and Engineering,446.0,480.0,no
1193,LM089,Sport and Exercise Sciences,498.0,533.0,no
1194,LM090,Physical Education with concurrent Teacher Education,544.0,577.0,no
1195,LM091,Languages with concurrent Teacher Education,506.0,541.0,no
1196,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),521.0,555.0,no
1197,LM093,Equine Science,367.0,431.0,no
1198,LM094,Materials and Architectural Technology with concurrent Teacher Education,475.0,501.0,no
1199,LM095,Materials and Engineering Technology with concurrent Teacher Education,425.0,452.0,no
1200,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454.0,488.0,no
1201,LM097,Mathematics and Computer Science with concurrent Teacher Education,465.0,499.0,no
1202,LM099,Architecture,520.0,543.0,yes
1203,LM100,Physiotherapy,601.0,613.0,no
1204,LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,59.0,yes
1205,LM102,Psychology,534.0,565.0,no
1206,LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),429.0,455.0,yes
1207,LM105,Exercise and Health Fitness Management,441.0,473.0,no
1208,LM115,Chemical and Biochemical Engineering,476.0,520.0,no
1209,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498.0,544.0,no
1210,LM118,Electronic and Computer Engineering,445.0,487.0,no
1211,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402.0,461.0,no
1212,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382.0,467.0,no
1213,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,498.0,533.0,no
1214,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),455.0,532.0,no
1215,LM125,Physics (Applied Physics or Mathematics and Physics),489.0,577.0,no
1216,LM150,General Nursing,474.0,496.0,no
1217,LM152,Mental Health Nursing,440.0,476.0,no
1218,LM154,Intellectual Disability Nursing,433.0,474.0,no
1219,LM156,Midwifery,498.0,521.0,no
1221,MU001,Theology and Arts,291.0,332.0,no
1222,MU002,Theology,411.0,411.0,no
1223,MH001,Education - Primary Teaching (Froebel),556.0,578.0,no
1224,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),0.0,0.0,yes
1225,MH003,Early Childhood - Teaching and Learning (full-time),381.0,430.0,no
1226,MH101,Arts,336.0,409.0,no
1227,MH103,Music,0.0,0.0,yes
1228,MH106,Psychology - 3 years,552.0,555.0,no
1229,MH107,Social Science,390.0,440.0,no
1230,MH109,Media Studies,324.0,393.0,no
1231,MH116,Community and Youth Work (Full-Time),0.0,0.0,yes
1232,MH201,Science,397.0,456.0,no
1233,MH202,Biotechnology,489.0,509.0,no
1234,MH203,Biological and Geographical Sciences,451.0,477.0,no
1235,MH204,Physics with Astrophysics,422.0,499.0,no
1236,MH206,Theoretical Physics and Mathematics,521.0,578.0,no
1237,MH207,Data Science,444.0,510.0,no
1238,MH208,Biological and Biomedical Sciences,533.0,554.0,no
1239,MH209,Psychology (through Science) - 4 years,517.0,531.0,no
1240,MH210,Pharmaceutical and Biomedical Chemistry,510.0,532.0,no
1241,MH212,Science|Maths and Computer Science|Mathematics (with Education),434.0,498.0,no
1242,MH304,Engineering (Computer/Electronic/Communications),351.0,454.0,no
1243,MH305,Product Design,326.0,397.0,no
1244,MH306,Robotics and Intelligent Devices,362.0,445.0,no
1245,MH401,Finance (options),370.0,418.0,no
1246,MH402,Quantitative Finance,476.0,521.0,no
1247,MH403,Accounting and Finance,424.0,473.0,no
1248,MH404,Business (options),441.0,473.0,no
1249,MH407,Business and Accounting,423.0,473.0,no
1250,MH411,Entrepreneurship,378.0,409.0,no
1251,MH501,LLB Law - four year Single Major Law programme,507.0,531.0,no
1252,MH502,Law (options),465.0,498.0,no
1253,MH601,Computer Science through Arts (options),381.0,423.0,no
1254,MH602,Computer Science through Science (options),400.0,444.0,no
1255,MH603,Computational Thinking,520.0,579.0,no
1256,MH801,Early Childhood - Teaching and Learning (part-time),0.0,319.0,no
1257,MH802,"Community and Youth Work (part-time, in service)",0.0,0.0,yes
1258,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",0.0,0.0,no
1259,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",532.0,555.0,no
1260,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",441.0,476.0,no
1261,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",440.0,487.0,no
1262,AS051,"Nutrition, Food and Business Management",291.0,418.0,no
1263,AS054,Home Economics,368.0,430.0,no
1264,AS110,General Nursing,422.0,445.0,no
1265,AS130,Intellectual Disability Nursing,348.0,387.0,no
1275,SG141,Business,262.0,346.0,no
1276,SG145,Business and ICT,279.0,411.0,no
1277,SG146,Accounting,304.0,403.0,no
1278,SG147,Sport with Business,288.0,340.0,no
1279,SG148,Tourism with Event Management,298.0,328.0,no
1280,SG150,Business in Marketing,298.0,360.0,no
1285,SG241,Performing Arts,341.0,393.0,no
1286,SG242,Early Childhood Care and Education,287.0,368.0,no
1287,SG243,Social Care Practice,309.0,357.0,no
1288,SG244,Fine Art,501.0,643.0,yes
1289,SG245,Creative Design,332.0,357.0,no
1290,SG246,Computing,316.0,402.0,no
1291,SG247,English and Psychology,319.0,357.0,no
1292,SG248,Sociology and Politics,298.0,328.0,no
1293,SG249,Writing and Literature,308.0,409.0,no
1294,SG252,Software Development,310.0,413.0,no
1295,SG253,Computing in Computer Networks and Cyber Security,336.0,374.0,no
1296,SG254,Writing and Literature Online,327.0,393.0,no
1297,SG255,Law and Business,291.0,398.0,no
1310,SG341,General Engineering,373.0,467.0,no
1311,SG342,Civil Engineering,418.0,498.0,no
1312,SG343,Quantity Surveying,300.0,385.0,no
1313,SG344,Mechanical Engineering,412.0,509.0,no
1314,SG346,Construction Project Management and Applied Technology,313.0,362.0,no
1315,SG347,Architecture,403.0,462.0,no
1316,SG348,Interior Architecture and Design,359.0,410.0,no
1317,SG349,Electronics and Self Driving Technologies,0.0,0.0,no
1318,SG350,Robotics and Automation,384.0,478.0,no
1329,SG442,Occupational Safety and Health,307.0,360.0,no
1330,SG443,Human Nutrition,376.0,440.0,no
1331,SG444,Science Undenominated,358.0,430.0,no
1332,SG445,Pharmaceutical Science with Drug Development,357.0,401.0,no
1333,SG447,Health Science and Physical Activity,326.0,389.0,no
1334,SG448,Forensic Investigation and Analysis,308.0,376.0,no
1335,SG449,Medical Biotechnology,315.0,403.0,no
1336,SG450,Environmental Science with Ecology (Level 8),310.0,430.0,no
1362,TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",718.0,823.0,yes
1363,TL802,"TV, Radio and New Media (Level 8)",322.0,413.0,no
1364,TL810,Computing with Software Development,308.0,399.0,no
1365,TL811,Computing with Games Development,322.0,342.0,no
1366,TL815,Computing (Degree Award options),307.0,453.0,no
1367,TL823,Event Management (3 year programme),293.0,369.0,no
1368,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,408.0,no
1369,TL842,Construction Management,0.0,0.0,no
1370,TL844,Agricultural Engineering,301.0,392.0,no
1371,TL845,Civil Engineering,361.0,395.0,no
1372,TL847,Manufacturing Engineering,305.0,338.0,no
1373,TL848,Agricultural Science,307.0,367.0,no
1374,TL851,Wildlife Biology (Degree Award options),309.0,400.0,no
1375,TL855,Pharmaceutical Science (Degree Award options),316.0,419.0,no
1376,TL858,Veterinary Bioscience,317.0,402.0,no
1377,TL871,Health and Leisure (Degree Award options),303.0,389.0,no
1378,TL872,Health and Leisure with Massage,314.0,381.0,no
1379,TL873,Coaching and Sports Performance,308.0,371.0,no
1380,TL874,Inclusive Sport and Physical Activity,341.0,476.0,no
1381,TL880,Early Childhood Care and Education,309.0,369.0,no
1382,TL881,Social Care,301.0,377.0,no
1383,TL889,Counselling with Addiction - Mature applicants only,0.0,0.0,yes
1384,TL890,General Nursing and Mature Applicants,463.0,484.0,no
1385,TL891,Mental Health Nursing and Mature Applicants,412.0,430.0,no
1386,WD001,Applied Computing (options),261.0,423.0,no
1387,WD002,Science (options),279.0,388.0,no
1389,WD005,Health Sciences (options),271.0,368.0,no
