,code,course name,EOS,Mid,test
471,DN100,Architecture,510.0,541.0,no
472,DN120,Landscape Architecture,407.0,453.0,no
473,DN130,City Planning and Environmental Policy,390.0,432.0,no
474,DN150,Engineering (Common Entry),520.0,565.0,no
475,DN200,Science (options),533.0,567.0,no
476,DN201,Computer Science (Common Entry),510.0,542.0,no
477,DN230,Actuarial and Financial Studies,601.0,613.0,no
478,DN240,Sustainability,440.0,498.0,no
479,DN250,Agricultural Science (options),453.0,488.0,no
480,DN252,Dairy Business,410.0,455.0,no
481,DN253,Agri - Environmental Sciences,413.0,443.0,no
482,DN261,Food Science,476.0,495.0,no
483,DN262,Human Nutrition,531.0,553.0,no
484,DN271,Forestry,311.0,359.0,no
485,DN272,"Horticulture, Landscape and Sportsturf Management",282.0,378.0,no
486,DN300,Veterinary Medicine - Undergraduate Entry,589.0,602.0,yes
487,DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),0.0,0.0,yes
488,DN310,Veterinary Nursing,466.0,489.0,no
489,DN400,Medicine - Undergraduate Entry (HPAT required),736.0,748.0,yes
490,DN401,Medicine - Graduate Entry (GAMSAT required),58.0,61.0,yes
491,DN410,Radiography,531.0,543.0,no
492,DN411,Radiography - Graduate Entry,0.0,0.0,yes
493,DN420,Physiotherapy,568.0,589.0,no
494,DN425,Health and Performance Science,507.0,521.0,no
495,DN430,Sport and Exercise Management,433.0,455.0,no
496,DN440,"Biomedical, Health and Life Sciences",589.0,601.0,no
497,DN450,General Nursing,421.0,445.0,no
498,DN451,Children`s and General Nursing (Integrated),499.0,529.0,no
499,DN452,Midwifery,473.0,499.0,no
500,DN453,Mental Health Nursing,393.0,412.0,no
501,DN520,Joint Honours (options),310.0,409.0,no
502,DN530,Humanities (options),326.0,419.0,no
503,DN541,Modern Languages (options),300.0,443.0,no
504,DN600,Law (options),543.0,566.0,no
505,DN610,Business and Law,544.0,577.0,no
506,DN650,Commerce,521.0,543.0,no
507,DN660,Commerce International (options),510.0,531.0,no
508,DN670,Economics and Finance,613.0,625.0,no
509,DN700,Social Sciences (options),418.0,466.0,no
510,DN710,Economics,498.0,510.0,no
511,DN720,Psychology,522.0,543.0,no
512,DN750,Social Policy and Sociology,377.0,408.0,no
524,GA181,Accounting,309.0,403.0,no
525,GA182,Business,287.0,347.0,no
526,GA183,Business Information Systems,296.0,356.0,no
527,GA184,Marketing and Sales,307.0,357.0,no
528,GA185,Finance and Economics,293.0,392.0,no
529,GA186,Business with Entrepreneurship,280.0,356.0,no
530,GA187,Rural Enterprise and Agri-Business,281.0,352.0,no
534,GA281,Film and Documentary,304.0,379.0,no
535,GA282,Heritage Studies,220.0,281.0,no
536,GA283,Contemporary Art,679.0,870.0,yes
537,GA284,Design,303.0,356.0,no
538,GA285,"Education (Art, Design and Graphics)",0.0,0.0,no
547,GA380,International Hotel Management,242.0,330.0,no
548,GA381,International Tourism Management,278.0,350.0,no
549,GA382,Culinary and Gastronomic Science,206.0,337.0,no
550,GA384,Event Management with Public Relations,212.0,328.0,no
555,GA480,Construction Management,260.0,336.0,no
556,GA482,Quantity Surveying and Construction Economics,288.0,350.0,no
557,GA483,Architectural Technology,265.0,337.0,no
558,GA484,Civil Engineering,290.0,383.0,no
560,GA580,Software and Electronic Engineering,300.0,393.0,no
567,GA680,Mechanical Engineering,330.0,401.0,no
568,GA681,Energy Engineering,293.0,366.0,no
569,GA682,Biomedical Engineering,313.0,393.0,no
570,GA683,Agricultural Engineering,309.0,385.0,no
571,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340.0,405.0,no
572,GA685,Manufacturing Engineering Design,309.0,379.0,no
581,GA780,Applied Freshwater and Marine Biology,327.0,377.0,no
582,GA781,Applied Biology and Biopharmaceutical Science,337.0,390.0,no
583,GA782,Chemical and Pharmaceutical Science,336.0,388.0,no
584,GA783,Physics and Instrumentation,363.0,408.0,no
585,GA784,Science (Undenominated),372.0,403.0,no
586,GA785,Medical Science,473.0,500.0,no
587,GA786,Forensic Science and Analysis,317.0,387.0,no
588,GA787,Computing in Software Development,270.0,315.0,no
589,GA788,Computing and Digital Media,282.0,356.0,no
590,GA789,Agriculture and Environmental Management,289.0,371.0,no
591,GA790,Sport and Exercise Science,356.0,409.0,no
592,GA791,Public Health Nutrition,368.0,409.0,no
599,GA880,General Nursing,422.0,441.0,no
600,GA882,Psychiatric Nursing,367.0,377.0,no
601,GA885,Outdoor Education,252.0,262.0,no
602,GA887,History and Geography,244.0,380.0,no
603,GA889,Applied Social Care,266.0,298.0,no
604,GA890,Early Childhood Education and Care,270.0,327.0,no
605,GA891,Geography and Outdoor Education,244.0,391.0,no
607,GA980,Education (Design Graphics and Construction),377.0,411.0,no
608,GA984,"Furniture Design, Making and Technology - Common Entry",284.0,369.0,no
610,GC200,Business Studies,252.0,369.0,no
611,GC201,Accounting and Finance,303.0,388.0,no
612,GC230,Computing Science,325.0,393.0,no
613,GC250,Communications and Media Production,0.0,0.0,no
614,GC300,Business Studies,390.0,432.0,no
615,GC301,Accounting & Finance,253.0,346.0,no
616,GC302,Business Studies - HRM,0.0,0.0,no
617,GC305,International Hospitality Management,253.0,253.0,no
620,GC400,Business Studies,248.0,281.0,no
621,GC401,Accounting and Finance,202.0,343.0,no
622,GC402,Business Studies (HRM),218.0,236.0,no
623,GC403,Law,228.0,328.0,no
624,GC407,Business Studies (Marketing),218.0,321.0,no
627,GC430,Computing Science,220.0,298.0,no
629,GC450,Communications and Media Production,254.0,280.0,no
631,GC462,Design Communication (portfolio),0.0,0.0,yes
636,GC489,Interior Architecture (portfolio),254.0,301.0,yes
638,GC494,Fashion Design (portfolio),217.0,412.0,yes
640,GY101,Arts (Joint-Honours),300.0,391.0,no
641,GY104,Arts (Psychology),519.0,542.0,no
642,GY105,Arts (History),301.0,377.0,no
643,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),409.0,456.0,no
644,GY109,Arts (Mathematics and Education),403.0,466.0,no
645,GY110,Arts with Children`s Studies,357.0,418.0,no
646,GY111,Arts with Creative Writing,330.0,492.0,no
647,GY112,Arts with Film Studies,321.0,399.0,no
648,GY113,Arts with Human Rights,368.0,422.0,no
649,GY115,Arts with Performing Arts Studies,387.0,443.0,no
650,GY118,"Arts (Drama, Theatre and Performance Studies)",451.0,492.0,no
651,GY119,Arts (Journalism),400.0,465.0,no
652,GY120,"Arts (Child, Youth and Family: Policy and Practice)",350.0,397.0,no
653,GY121,Arts (Children`s Studies),356.0,419.0,no
654,GY122,Na Dána (Cumarsáid agus Gaeilge),361.0,453.0,no
655,GY123,Applied Social Sciences,358.0,410.0,no
656,GY124,Arts (Arts with Data Science),454.0,490.0,no
657,GY125,Arts (Digital Arts and Technology),328.0,347.0,no
658,GY126,Arts (English and Media Studies),391.0,462.0,no
659,GY127,Arts (Film and Digital Media),401.0,462.0,no
660,GY128,Arts (Global Languages),352.0,476.0,no
661,GY129,Arts (International),420.0,462.0,no
662,GY130,Arts (Music),408.0,495.0,no
663,GY131,Arts (History and Globalisation Studies),360.0,440.0,no
664,GY132,"Government (Politics, Economics and Law)",407.0,435.0,no
665,GY133,Education (Computer Science and Mathematical Studies),422.0,498.0,no
666,GY134,Geography and Geosystems,410.0,445.0,no
667,GY201,Commerce,433.0,466.0,no
668,GY202,Commerce (International) with French,484.0,511.0,no
669,GY203,Commerce (International) with German,489.0,566.0,no
670,GY204,Commerce (International) with Spanish,495.0,511.0,no
671,GY206,Business Information Systems (Work Placement & Optional Int`l Study),465.0,488.0,no
672,GY207,Commerce (Accounting) including optional Global Experience year,509.0,543.0,no
673,GY208,Commerce (Gaeilge),473.0,511.0,no
674,GY209,Commerce (Global Experience),530.0,554.0,no
675,GY250,Law and Business,487.0,510.0,no
676,GY251,Law (BCL),499.0,518.0,no
677,GY252,Law (BCL) and Human Rights,520.0,541.0,no
678,GY253,Law and Taxation,509.0,543.0,no
679,GY254,"Law (BCL), Criminology and Criminal Justice",530.0,554.0,no
680,GY261,"Business Studies (International Hotel Management, interview)",497.0,611.0,yes
681,GY262,"Commerce (International Hotel Management, interview)",681.0,724.0,yes
682,GY301,Science,432.0,487.0,no
683,GY303,Biomedical Science,556.0,589.0,no
684,GY304,Biotechnology,465.0,498.0,no
685,GY308,Environmental Science,408.0,484.0,no
686,GY309,Financial Mathematics and Economics,487.0,532.0,no
687,GY310,Marine Science,419.0,476.0,no
688,GY313,Environmental Health and Safety,412.0,440.0,no
689,GY314,Earth and Ocean Sciences,403.0,444.0,no
690,GY318,Biopharmaceutical Chemistry,509.0,542.0,no
691,GY319,Mathematical Science,476.0,566.0,no
692,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",402.0,478.0,no
693,GY321,Genetics and Genomics,508.0,532.0,no
694,GY350,Computer Science and Information Technology,403.0,454.0,no
695,GY401,Engineering (Undenominated),465.0,511.0,no
696,GY402,Civil Engineering,455.0,499.0,no
697,GY405,Mechanical Engineering,454.0,509.0,no
698,GY406,Electronic and Computer Engineering,510.0,544.0,no
699,GY408,Biomedical Engineering,509.0,554.0,no
700,GY410,Project and Construction Management,403.0,456.0,no
701,GY413,Energy Systems Engineering,502.0,531.0,no
702,GY414,Electrical and Electronic Engineering,405.0,429.0,no
703,GY501,"Medicine (five year/six year course, HPAT required)",728.0,731.0,yes
704,GY502,Occupational Therapy,555.0,567.0,no
705,GY503,Speech and Language Therapy,543.0,554.0,no
706,GY504,Podiatric Medicine,443.0,476.0,no
707,GY515,General Nursing (Galway and Portiuncula),473.0,496.0,no
708,GY516,Mental Health Nursing,440.0,467.0,no
709,GY517,Midwifery,495.0,518.0,no
710,ID001,Accounting and Finance,203.0,253.0,no
711,ID002,Business Studies,294.0,309.0,no
712,LC110,"Art and Design (Common Entry, portfolio)",740.0,961.0,yes
713,LC114,Fashion and Textiles for Product and Costume (portfolio),880.0,1029.0,yes
714,LC115,Art and Design Teacher Education (portfolio),942.0,1013.0,yes
715,LC220,Digital Marketing,262.0,298.0,no
718,LC223,Law and Taxation,307.0,356.0,no
719,LC224,Accounting and Finance,300.0,371.0,no
720,LC225,Marketing and Management,298.0,358.0,no
721,LC226,Enterprise and Innovation,234.0,310.0,no
724,LC233,Software Development,272.0,339.0,no
725,LC234,Interactive Digital Media,225.0,307.0,no
727,LC236,Internet Systems Development,260.0,272.0,no
728,LC239,Computer Networks and Systems Management,309.0,371.0,no
729,LC241,Construction Management,255.0,338.0,no
730,LC242,Property Valuation and Management,282.0,320.0,no
731,LC243,Quantity Surveying,298.0,362.0,no
732,LC248,Built Environment (Common Entry),288.0,376.0,no
734,LC252,Civil Engineering Management,270.0,308.0,no
737,LC263,Clinical Technology,294.0,359.0,no
738,LC265,Forensic and Pharmaceutical Sciences,413.0,476.0,no
739,LC266,Drug and Medicinal Product Analysis,262.0,300.0,no
744,LC275,Electrical Engineering,298.0,384.0,no
754,LC288,Mechanical Engineering,346.0,415.0,no
755,LC289,Precision Engineering,291.0,350.0,no
757,LC292,Social Care Work,367.0,389.0,no
758,LC293,Business Studies with Travel and Tourism Management,307.0,356.0,no
759,LC294,Business Studies with Event Management,279.0,347.0,no
760,LC295,Business Studies with Sports Management,252.0,313.0,no
761,LC297,Community Development,235.0,298.0,no
762,LC320,Business,346.0,388.0,no
763,LC330,Business with Computing,297.0,378.0,no
765,LC340,Interior Design,350.0,391.0,no
766,LC362,Biotechnology and Biopharmaceutical Sciences,413.0,440.0,no
767,LC371,Creative Broadcast and Film Production,309.0,378.0,no
768,LC372,Music Technology and Production,325.0,402.0,no
769,LC374,Renewable and Electrical Energy Engineering,318.0,410.0,no
770,LC375,Industrial Automation and Robotic Systems,317.0,392.0,no
771,LC376,Electronic Engineering,318.0,358.0,no
772,LC380,Automotive Engineering and Transport Management,298.0,337.0,no
773,LC392,Business Studies in Beauty and Spa Management,236.0,328.0,no
774,LC393,Early Childhood Education and Care,236.0,307.0,no
777,LC401,Early Childhood Education and Care,297.0,298.0,no
778,LC402,Social Care Work,225.0,288.0,no
779,LC408,Environmental Science and Climate,279.0,348.0,no
780,LC414,Data Analytics and Cyber Security,236.0,336.0,no
782,LC416,Business,274.0,391.0,no
783,LC418,Computing - Games Design and Development,270.0,338.0,no
784,LC422,Sports Strength and Conditioning,298.0,347.0,no
789,LC434,Environmental Science and Agriculture,297.0,349.0,no
790,LC502,Game Art and Design (portfolio),852.0,1024.0,yes
792,LC517,Creative Media and Design,234.0,327.0,no
793,LC518,Digital Animation Production (portfolio),808.0,939.0,yes
797,LC612,Social Care Work,320.0,343.0,no
798,LC613,Early Childhood Education and Care,242.0,327.0,no
799,LM002,Arts,348.0,410.0,no
800,LM020,Law and Accounting,465.0,499.0,no
801,LM026,Performing Arts (audition required),303.0,401.0,yes
802,LM028,Criminal Justice,418.0,440.0,no
803,LM029,Law Plus,490.0,521.0,no
804,LM038,Psychology and Sociology,500.0,507.0,no
805,LM039,Journalism and Digital Communication,402.0,455.0,no
806,LM040,European Studies,369.0,488.0,no
807,LM044,Applied Languages,442.0,499.0,no
808,LM050,Business Studies (options),431.0,476.0,no
809,LM056,International Business,528.0,555.0,no
810,LM058,Financial Mathematics,403.0,521.0,no
811,LM063,Technology Management,379.0,419.0,no
812,LM068,Food Science and Health,421.0,454.0,no
813,LM076,Product Design and Technology (portfolio required),408.0,487.0,yes
814,LM077,Aeronautical Engineering,520.0,554.0,no
815,LM082,Construction Management and Engineering,398.0,434.0,no
816,LM089,Sport and Exercise Sciences,474.0,489.0,no
817,LM090,Physical Education with concurrent Teacher Education,532.0,565.0,no
818,LM091,Languages with concurrent Teacher Education,517.0,543.0,no
819,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507.0,531.0,no
820,LM093,Equine Science,339.0,412.0,no
821,LM094,Materials and Architectural Technology with concurrent Teacher Education,440.0,478.0,no
822,LM095,Materials and Engineering Technology with concurrent Teacher Education,367.0,421.0,no
823,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405.0,454.0,no
824,LM097,Mathematics and Computer Science with concurrent Teacher Education,402.0,509.0,no
825,LM099,Architecture (portfolio requirement suspended),498.0,532.0,yes
826,LM100,Physiotherapy,589.0,601.0,no
827,LM101,Medicine  - Graduate Entry (GAMSAT required),55.0,57.0,yes
828,LM102,Psychology,509.0,529.0,no
829,LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392.0,445.0,yes
830,LM115,Chemical and Biochemical Engineering,454.0,532.0,no
831,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476.0,521.0,no
832,LM118,Electronic and Computer Engineering,403.0,489.0,no
833,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351.0,423.0,no
834,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),327.0,401.0,no
835,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441.0,478.0,no
836,LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),437.0,509.0,no
837,LM125,Physics (Applied Physics or Mathematics & Physics),404.0,520.0,no
838,LM150,General Nursing,475.0,498.0,no
839,LM152,Mental Health Nursing,419.0,430.0,no
840,LM154,Intellectual Disability Nursing,440.0,473.0,no
841,LM156,Midwifery,469.0,499.0,no
844,LY108,Business - Accounting,309.0,431.0,no
845,LY118,Business,290.0,377.0,no
848,LY208,Law,300.0,367.0,no
849,LY228,Sports and Exercise - Common Entry,300.0,367.0,no
852,LY408,Design - Common Entry,320.0,381.0,yes
858,LY508,Fire Safety Engineering,276.0,326.0,no
859,LY518,Quantity Surveying,301.0,368.0,no
861,LY528,Construction Management,271.0,321.0,no
863,LY608,Mechanical Engineering,300.0,379.0,no
865,LY618,Electronic Engineering,312.0,402.0,no
867,LY708,Applied Computing,306.0,372.0,no
870,LY748,Computer Science,317.0,420.0,no
874,LY818,Science - Common Entry,303.0,409.0,no
876,LY828,Agriculture - Common Entry,307.0,351.0,no
884,LY908,General Nursing,400.0,423.0,no
886,LY918,Psychiatric Nursing,357.0,387.0,no
887,LY928,Intellectual Disability Nursing,328.0,346.0,no
888,LY968,"Early Childhood Care, Health and Education",303.0,361.0,no
889,LY978,Health & Social Care - Common Entry,280.0,330.0,no
890,MH001,Education - Primary Teaching (Froebel),507.0,531.0,no
891,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),0.0,0.0,yes
892,MH101,Arts,318.0,388.0,no
893,MH103,Music,0.0,0.0,yes
894,MH106,Psychology - 3 years,521.0,529.0,no
895,MH107,Social Science,346.0,388.0,no
896,MH109,Media Studies,316.0,377.0,no
897,MH116,Community and Youth Work (Full-Time),0.0,0.0,yes
898,MH201,Science,360.0,418.0,no
899,MH202,Biotechnology,455.0,466.0,no
900,MH203,Biological and Geographical Sciences,430.0,465.0,no
901,MH204,Physics with Astrophysics,422.0,479.0,no
902,MH206,Theoretical Physics and Mathematics,510.0,533.0,no
903,MH207,Data Science,445.0,520.0,no
904,MH208,Biological and Biomedical Sciences,498.0,510.0,no
905,MH209,Psychology (through Science) - 4 years,498.0,510.0,no
906,MH210,Pharmaceutical and Biomedical Chemistry,487.0,520.0,no
907,MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422.0,487.0,no
908,MH304,Engineering (Computer/Electronic/Communications),333.0,444.0,no
909,MH305,Product Design,357.0,409.0,no
910,MH306,Robotics and Intelligent Devices,361.0,433.0,no
911,MH401,Finance (options),357.0,398.0,no
912,MH402,Quantitative Finance,476.0,509.0,no
913,MH403,Accounting and Finance,422.0,468.0,no
914,MH404,Business (options),430.0,454.0,no
915,MH405,Equine Business,357.0,408.0,no
916,MH407,Business and Accounting,420.0,462.0,no
917,MH411,Entrepreneurship,371.0,408.0,no
918,MH501,LLB Law - four year Single Major Law programme,473.0,495.0,no
919,MH502,Law (options),451.0,473.0,no
920,MH601,Computer Science through Arts (options),352.0,403.0,no
921,MH602,Computer Science through Science (options),351.0,409.0,no
922,MH603,Computational Thinking,532.0,544.0,no
923,MH801,Early Childhood - Teaching and Learning (part-time),327.0,378.0,no
924,MH802,"Community and Youth Work (part-time, in service)",0.0,0.0,yes
925,MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",0.0,0.0,yes
926,MI001,Contemporary & Applied Theatre Studies,390.0,412.0,no
927,MI002,Arts,281.0,389.0,no
928,MI004,Education - Primary Teaching - International,577.0,589.0,no
929,MI005,Education - Primary Teaching,495.0,521.0,no
930,MI006,Education - Primary Teaching - Gaeltacht Applicants,462.0,519.0,yes
931,MI007,Early Childhood Care and Education,357.0,409.0,no
932,MI008,Education and Psychology - Primary Teaching,588.0,601.0,no
933,MI009,"Education, Business Studies and Accounting",402.0,455.0,no
934,MI010,"Education, Business Studies and Religious Studies",368.0,389.0,no
935,MI011,"Education, Gaeilge and Religious Studies",409.0,451.0,no
936,MI012,"Education, Gaeilge and Business Studies",401.0,463.0,no
937,MI013,"Education, Mathematics and Gaeilge",444.0,477.0,no
938,MI014,"Education, Mathematics and Business Studies",434.0,487.0,no
939,MU001,Theology and Arts,290.0,349.0,no
940,MU002,Theology,440.0,440.0,no
941,NC003,Computing (Degree Award options),260.0,303.0,no
942,NC005,Human Resource Management,300.0,331.0,no
943,NC009,Business,300.0,346.0,no
944,NC010,Psychology,400.0,440.0,no
945,NC020,Marketing Practice,282.0,338.0,no
946,NC022,Accounting and Finance,337.0,378.0,no
947,NC023,Technology Management (with specialisations),261.0,282.0,no
952,NM801,Montessori Education,220.0,290.0,no
955,PC405,"Social, Political and Community Studies",216.0,311.0,no
956,PC410,Arts and Humanities (fulfils Teaching Council requirements),209.0,300.0,no
957,PC411,English and History (fulfils Teaching Council requirements),209.0,310.0,no
958,RC001,Medicine - Undergraduate Entry (HPAT required),733.0,738.0,yes
959,RC004,Physiotherapy,566.0,567.0,no
960,RC005,Pharmacy,578.0,589.0,no
961,RC101,Medicine - Graduate Entry (GAMSAT required),61.0,63.0,yes
970,SG141,Business,261.0,347.0,no
971,SG142,Business in International Marketing and Languages (French),279.0,386.0,no
972,SG144,Business in International Marketing and Languages (Spanish),270.0,347.0,no
973,SG146,Accounting,309.0,411.0,no
974,SG147,Sport with Business,307.0,367.0,no
975,SG148,Tourism with Event Management,269.0,340.0,no
980,SG241,Performing Arts,328.0,387.0,no
981,SG242,Early Childhood Care and Education,279.0,319.0,no
982,SG243,Social Care Practice,301.0,346.0,no
983,SG244,Fine Art,505.0,505.0,yes
984,SG245,Creative Design,282.0,339.0,no
985,SG246,Computing,290.0,333.0,no
986,SG247,English and Psychology,309.0,382.0,no
987,SG248,Sociology and Politics,281.0,327.0,no
988,SG249,Writing and Literature,297.0,368.0,no
989,SG250,Application Design and User Experience,412.0,412.0,no
990,SG251,Computing (Smart Technologies),342.0,367.0,no
991,SG252,Software Development,307.0,319.0,no
992,SG253,Computer Networks and Cloud Infrastructure,378.0,378.0,no
993,SG254,Writing and Literature Online,225.0,328.0,no
1005,SG342,Civil Engineering,415.0,480.0,no
1006,SG343,Quantity Surveying,311.0,367.0,no
1007,SG346,Construction Project Management and Applied Technology,291.0,337.0,no
1008,SG347,Architecture,360.0,411.0,no
1009,SG348,Interior Architecture and Design,331.0,368.0,no
1020,SG442,Occupational Safety and Health,290.0,367.0,no
1021,SG443,Human Nutrition,356.0,397.0,no
1022,SG444,Science Undenominated,338.0,420.0,no
1023,SG445,Pharmaceutical Science with Drug Development,311.0,367.0,no
1024,SG447,Health Science and Physical Activity,328.0,387.0,no
1025,SG448,Forensic Investigation and Analysis,307.0,368.0,no
1026,SG449,Medical Biotechnology,341.0,395.0,no
1027,SG450,Environmental Science with Ecology (Level 8),304.0,368.0,no
1054,TL801,"Animation, Visual Effects and Motion Design (Level 8)",281.0,349.0,no
1055,TL802,"TV, Radio and New Media (Level 8)",325.0,397.0,no
1056,TL810,Computing with Software Development,310.0,389.0,no
1057,TL811,Computing with Games Development,358.0,0.0,no
1058,TL815,Computing (Degree Award options),308.0,360.0,no
1059,TL823,Event Management (3 year programme),299.0,369.0,no
1060,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,381.0,no
1061,TL844,Agricultural Engineering,300.0,373.0,no
1062,TL845,Civil Engineering,325.0,413.0,no
1063,TL847,Manufacturing Engineering,302.0,368.0,no
1064,TL848,Agricultural Science,308.0,380.0,no
1065,TL851,Wildlife Biology (Degree Award options),309.0,383.0,no
1066,TL855,Pharmaceutical Science (Degree Award options),317.0,369.0,no
1067,TL858,Veterinary Bioscience,308.0,393.0,no
1068,TL871,Health and Leisure (Degree Award options),300.0,379.0,no
1069,TL872,Health and Leisure with Massage,309.0,408.0,no
1070,TL873,Coaching and Sports Performance,289.0,329.0,no
1071,TL880,Early Childhood Care and Education,307.0,349.0,no
1072,TL881,Social Care,309.0,362.0,no
1073,TL889,Counselling with Addiction - Mature applicants only,0.0,0.0,yes
1074,TL890,General Nursing and Mature Applicants,414.0,441.0,no
1075,TL891,Mental Health Nursing and Mature Applicants,378.0,399.0,no
1076,TR002,Music,382.0,468.0,no
1077,TR003,History,456.0,511.0,no
1078,TR004,Law,565.0,578.0,no
1079,TR005,Philosophy,442.0,476.0,no
1080,TR006,Psychology,555.0,578.0,no
1081,TR007,Clinical Speech and Language Studies,529.0,553.0,no
1082,TR009,Music Education,420.0,532.0,yes
1083,TR012,History and Political Science,552.0,578.0,no
1084,TR015,"Philosophy, Political Science, Economics and Sociology",589.0,601.0,no
1085,TR016,Deaf Studies,329.0,377.0,no
1086,TR017,Law and Business,602.0,613.0,no
1087,TR018,Law and French,565.0,589.0,no
1088,TR019,Law and German,542.0,566.0,no
1089,TR020,Law and Political Science,601.0,613.0,no
1090,TR021,"Classics, Ancient History and Archaeology",370.0,434.0,no
1091,TR022,Early and Modern Irish,398.0,451.0,no
1092,TR023,English Studies,474.0,511.0,no
1093,TR024,European Studies,530.0,566.0,no
1094,TR025,Drama and Theatre Studies,530.0,581.0,yes
1095,TR028,Ancient and Medieval History and Culture,342.0,453.0,no
1096,TR029,Political Science and Geography,510.0,533.0,no
1097,TR031,Mathematics,531.0,589.0,no
1098,TR032,Engineering,508.0,533.0,no
1099,TR033,Computer Science,509.0,545.0,no
1100,TR034,Management Science and Information Systems Studies,613.0,625.0,no
1101,TR035,Theoretical Physics,543.0,601.0,no
1102,TR038,Engineering with Management,532.0,556.0,no
1103,TR039,Computer Science and Language,424.0,488.0,no
1104,TR040,Middle Eastern and European Languages and Cultures,466.0,521.0,no
1105,TR041,Religion,368.0,418.0,no
1106,TR042,Film,466.0,498.0,no
1107,TR043,History of Art and Architecture,354.0,474.0,no
1108,TR051,Medicine (HPAT required),734.0,745.0,yes
1109,TR052,Dental Science,613.0,625.0,no
1110,TR053,Physiotherapy,566.0,567.0,no
1111,TR054,Occupational Therapy,533.0,554.0,no
1112,TR055,Radiation Therapy,543.0,554.0,no
1113,TR056,Human Health and Disease,564.0,578.0,no
1114,TR060,Biological and Biomedical Sciences,543.0,566.0,no
1115,TR061,Chemical Sciences,510.0,532.0,no
1116,TR062,Geography and Geoscience,473.0,499.0,no
1117,TR063,Physical Sciences,477.0,531.0,no
1118,TR072,Pharmacy,590.0,613.0,no
1119,TR080,Global Business,589.0,601.0,no
1120,TR081,"Business, Economic and Social Studies (BESS)",543.0,565.0,no
1121,TR082,Computer Science and Business,555.0,578.0,no
1122,TR083,Sociology and Social Policy,478.0,513.0,no
1123,TR084,Social Studies (Social Work),462.0,495.0,no
1124,TR085,Business Studies and French,521.0,543.0,no
1125,TR086,Business Studies and German,499.0,518.0,no
1126,TR087,Business Studies and Russian,456.0,488.0,no
1127,TR089,Business Studies and Polish,424.0,468.0,no
1128,TR090,Business Studies and Spanish,531.0,542.0,no
1129,TR091,General Nursing (Meath and St James`s),429.0,455.0,no
1130,TR093,General Nursing (Adelaide School of Nursing),414.0,441.0,yes
1131,TR095,Mental Health Nursing,408.0,430.0,no
1132,TR097,Intellectual Disability Nursing,378.0,398.0,no
1133,TR111,Ancient History and Archaeology/Geography,352.0,429.0,no
1134,TR112,Ancient History and Archaeology/History,529.0,0.0,no
1135,TR113,Ancient History and Archaeology/History of Art and Architecture,337.0,477.0,no
1136,TR114,Ancient History and Archaeology/Modern Language,337.0,420.0,no
1137,TR117,Ancient History and Archaeology/Religion,342.0,368.0,no
1138,TR166,Classical Civilisation/English Literature,496.0,523.0,no
1139,TR173,Classical Civilisation/History of Art and Architecture,335.0,466.0,no
1140,TR177,Classical Civilisation/Modern Language,335.0,536.0,no
1141,TR179,Classical Civilisation/Philosophy,479.0,518.0,no
1142,TR198,Economics/Geography,534.0,552.0,no
1143,TR202,Economics/History,534.0,566.0,no
1144,TR207,Economics/Mathematics,566.0,601.0,no
1145,TR208,Economics/Modern Language,534.0,578.0,no
1146,TR209,Economics/Philosophy,534.0,576.0,no
1147,TR212,Economics/Sociology,534.0,541.0,no
1148,TR228,Classical Languages/English Literature,498.0,533.0,no
1149,TR231,Classical Languages/History of Art and Architecture,349.0,444.0,no
1150,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349.0,566.0,no
1151,TR239,Classical Languages/Modern Language,349.0,349.0,no
1152,TR262,English Literature/History,529.0,552.0,no
1153,TR263,English Literature/History of Art and Architecture,497.0,533.0,no
1154,TR269,English Literature/Philosophy,495.0,532.0,no
1155,TR272,English Literature/Sociology,498.0,519.0,no
1156,TR276,English Literature/Drama Studies,476.0,530.0,yes
1157,TR277,English Literature/Modern Language,489.0,543.0,no
1158,TR311,Film/Drama Studies,521.0,557.0,yes
1159,TR312,Film/English Literature,521.0,541.0,no
1160,TR320,Film/Music,521.0,555.0,yes
1161,TR322,Geography/History,529.0,555.0,no
1162,TR323,Drama Studies/Modern Language,473.0,551.0,yes
1163,TR324,Film/Modern Language,521.0,544.0,no
