,code,course name,EOS,Mid,test
531,DN310,Veterinary Nursing,441.0,487.0,no
532,DN400,Medicine - Undergraduate Entry (HPAT required),735.0,745.0,yes
533,DN401,Medicine - Graduate Entry (GAMSAT required),59.0,61.0,yes
534,DN410,Radiography,507.0,522.0,no
535,DN411,Radiography - Graduate Entry,,0.0,yes
536,DN420,Physiotherapy,542.0,555.0,no
537,DN425,Health and Performance Science,488.0,509.0,no
538,DN430,Sport and Exercise Management,436.0,455.0,no
539,DN440,"Biomedical, Health and Life Sciences",565.0,579.0,no
540,DN450,General Nursing,398.0,420.0,no
541,DN451,Children`s and General Nursing (Integrated),462.0,499.0,no
542,DN452,Midwifery,409.0,452.0,no
543,DN453,Mental Health Nursing,379.0,403.0,no
544,DN520,Arts (Two Subjects),336.0,408.0,no
545,DN530,Humanities (options),348.0,411.0,no
546,DN541,Modern Languages (options),348.0,412.0,no
547,DN600,Law (options),520.0,532.0,no
548,DN610,Business and Law,521.0,543.0,no
549,DN650,Commerce,498.0,510.0,no
550,DN660,Commerce International (options),507.0,531.0,no
551,DN670,Economics and Finance,601.0,601.0,no
552,DN700,Social Sciences (options),388.0,441.0,no
553,DN710,Economics,476.0,488.0,no
554,DN720,Psychology,517.0,531.0,no
555,DN750,Social Policy and Sociology,330.0,366.0,no
557,DK810,Accounting and Finance,306.0,391.0,no
558,DK816,Business Studies,300.0,357.0,no
559,DK820,Computing in Games Development,307.0,369.0,no
560,DK821,Computing in Software Development,301.0,347.0,no
561,DK830,Building Surveying,302.0,349.0,no
562,DK831,Architectural Technology,301.0,366.0,no
563,DK832,Construction Management,300.0,329.0,no
564,DK843,Engineering (Common Entry),303.0,402.0,no
565,DK860,Music,499.0,649.0,yes
566,DK861,Arts,300.0,358.0,no
567,DK862,Social Care,300.0,338.0,no
568,DK863,Creative Media,300.0,376.0,no
569,DK864,Film and Television Production,300.0,332.0,no
570,DK865,Audio and Music Production,301.0,346.0,no
571,DK870,General Nursing,392.0,401.0,no
572,DK872,Intellectual Disability Nursing,300.0,317.0,no
573,DK874,Mental Health Nursing,356.0,378.0,no
574,DK876,Early Childhood Studies,305.0,359.0,no
575,DK877,Midwifery,398.0,441.0,no
576,DK880,Health and Physical Activity,300.0,367.0,no
577,DK882,Agriculture (Award options),303.0,358.0,no
578,DK883,Science (Award options),300.0,369.0,no
580,GA181,Accounting,303.0,378.0,no
581,GA182,Business,290.0,347.0,no
582,GA183,Business Information Systems,309.0,373.0,no
583,GA184,Marketing and Sales,307.0,348.0,no
584,GA185,Finance and Economics,307.0,398.0,no
585,GA186,Business with Entrepreneurship,297.0,328.0,no
586,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280.0,367.0,no
587,GA281,Film and Documentary,287.0,360.0,no
588,GA282,Heritage Studies,238.0,308.0,no
589,GA283,Contemporary Art,260.0,340.0,no
590,GA284,Design,309.0,377.0,no
591,GA380,International Hotel Management,225.0,289.0,no
592,GA381,International Tourism Management,261.0,290.0,no
593,GA382,Culinary and Gastronomic Science,225.0,316.0,no
594,GA384,Event Management with Public Relations,209.0,289.0,no
595,GA385,Retail Management,219.0,319.0,no
596,GA480,Construction Management,260.0,312.0,no
597,GA482,Quantity Surveying and Construction Economics,280.0,340.0,no
598,GA483,Architectural Technology,251.0,321.0,no
599,GA484,Civil Engineering,270.0,362.0,no
600,GA580,Software and Electronic Engineering,301.0,351.0,no
601,GA680,Mechanical Engineering,336.0,389.0,no
602,GA681,Energy Engineering,281.0,328.0,no
603,GA682,Biomedical Engineering,331.0,383.0,no
604,GA683,Agricultural Engineering,301.0,365.0,no
605,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346.0,406.0,no
606,GA780,Applied Freshwater and Marine Biology,300.0,360.0,no
607,GA781,Applied Biology and Biopharmaceutical Science,317.0,376.0,no
608,GA782,Chemical and Pharmaceutical Science,307.0,346.0,no
609,GA783,Physics and Instrumentation,373.0,378.0,no
610,GA784,Science (Undenominated),327.0,377.0,no
611,GA785,Medical Science,451.0,486.0,no
612,GA786,Forensic Science and Analysis,300.0,366.0,no
613,GA787,Computing in Software Development,275.0,327.0,no
614,GA788,Computing and Digital Media,270.0,327.0,no
615,GA789,Agriculture and Environmental Management (Mountbellew Campus),297.0,339.0,no
616,GA790,Sport and Exercise Science,350.0,379.0,no
617,GA791,Public Health Nutrition,364.0,397.0,no
618,GA880,General Nursing - Mayo Campus,389.0,400.0,no
619,GA882,Psychiatric Nursing - Mayo Campus,346.0,370.0,no
620,GA885,Outdoor Education - Mayo Campus,210.0,298.0,no
621,GA887,History and Geography - Mayo Campus,228.0,296.0,no
622,GA889,Applied Social Care - Mayo Campus,260.0,297.0,no
623,GA890,Early Childhood Care and Education - Mayo Campus,278.0,319.0,no
624,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376.0,389.0,no
625,GA981,Furniture Design and Manufacture - Letterfrack Campus,271.0,350.0,no
626,GA982,Furniture and Wood Technology - Letterfrack Campus,270.0,352.0,no
628,GY101,Arts (Joint-Honours),300.0,374.0,no
629,GY104,Arts (Psychology),507.0,529.0,no
630,GY105,Arts (History),318.0,358.0,no
631,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330.0,397.0,no
632,GY109,Arts (Mathematics and Education),411.0,487.0,no
633,GY110,Arts with Children's Studies,382.0,409.0,no
634,GY111,Arts with Creative Writing,402.0,472.0,no
635,GY112,Arts with Film Studies,338.0,370.0,no
636,GY113,Arts with Human Rights,338.0,409.0,no
637,GY115,Arts with Performing Arts Studies,328.0,367.0,no
638,GY118,"Arts (Drama, Theatre and Performance Studies)",410.0,451.0,no
639,GY119,Journalism,410.0,475.0,no
640,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309.0,346.0,no
641,GY121,Arts (Children's Studies),356.0,389.0,no
642,GY122,Na Dána (Cumarsáid agus Gaeilge),308.0,399.0,no
643,GY123,BSc (Applied Social Sciences),357.0,388.0,no
644,GY124,Arts (Arts with Data Science),434.0,466.0,no
645,GY125,Arts (Digital Arts and Technology),324.0,379.0,no
646,GY126,Arts (English and Media Studies),418.0,451.0,no
647,GY127,Arts (Film and Digital Media),387.0,435.0,no
648,GY128,Arts (Global Languages),370.0,440.0,no
649,GY129,Arts (International),408.0,477.0,no
650,GY130,Arts (Music),400.0,444.0,no
651,GY131,Arts (History and Globalisation Studies),340.0,431.0,no
652,GY132,"Government (Politics, Economics and Law)",402.0,444.0,no
653,GY133,Education (Computer Science and Mathematical  Studies),401.0,466.0,no
654,GY201,Commerce,420.0,453.0,no
655,GY202,Commerce (International) with French,484.0,513.0,no
656,GY203,Commerce (International) with German,489.0,541.0,no
657,GY204,Commerce (International) with Spanish,484.0,500.0,no
658,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,445.0,no
659,GY207,Commerce (Accounting) including optional Global Experience year,486.0,510.0,no
660,GY208,Commerce (Gaeilge),473.0,488.0,no
661,GY209,Commerce (Global Experience),509.0,531.0,no
662,GY250,Law & Business,436.0,467.0,no
663,GY251,Law,473.0,498.0,no
664,GY252,Law & Human Rights,510.0,521.0,no
665,GY261,"Business Studies (International Hotel Management, Shannon)",486.0,615.0,yes
666,GY262,"Commerce (International Hotel Management, Shannon)",671.0,726.0,yes
667,GY301,Science,400.0,456.0,no
668,GY303,Biomedical Science,533.0,566.0,no
669,GY304,Biotechnology,473.0,507.0,no
670,GY308,Environmental Science,413.0,440.0,no
671,GY309,Financial Mathematics and Economics,454.0,498.0,no
672,GY310,Marine Science,409.0,456.0,no
673,GY313,Environmental Health and Safety,402.0,435.0,no
674,GY314,Earth and Ocean Sciences,402.0,425.0,no
675,GY318,Biopharmaceutical Chemistry,510.0,532.0,no
676,GY319,Mathematical Science,456.0,531.0,no
677,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401.0,487.0,no
678,GY350,Computer Science and Information Technology,425.0,466.0,no
679,GY401,Engineering (Undenominated),444.0,499.0,no
680,GY402,Civil Engineering,509.0,543.0,no
681,GY405,Mechanical Engineering,443.0,499.0,no
682,GY406,Electronic and Computer Engineering,509.0,547.0,no
683,GY408,Biomedical Engineering,519.0,543.0,no
684,GY410,Project and Construction Management,434.0,464.0,no
685,GY413,Energy Systems Engineering,532.0,589.0,no
686,GY414,Electrical and Electronic Engineering,454.0,487.0,no
687,GY501,"Medicine (five year/six year course, HPAT required)",726.0,731.0,yes
688,GY502,Occupational Therapy,532.0,543.0,no
689,GY503,Speech and Language Therapy,529.0,543.0,no
690,GY504,Podiatric Medicine,434.0,463.0,no
691,GY515,General Nursing (Galway and Portiuncula),442.0,466.0,no
692,GY516,Mental Health Nursing,388.0,413.0,no
693,GY517,Midwifery,429.0,468.0,no
695,LY108,Business - Accounting,318.0,399.0,no
696,LY118,Business,287.0,352.0,no
697,LY208,Law,300.0,359.0,no
698,LY218,Business - with Spanish/Irish options,298.0,367.0,no
699,LY228,Sports and Exercise (Common Entry),278.0,330.0,no
700,LY408,Design (Common Entry),307.0,368.0,yes
701,LY508,Fire Safety Engineering,270.0,299.0,no
702,LY518,Quantity Surveying,307.0,368.0,no
703,LY528,Construction Management,267.0,291.0,no
704,LY608,Mechanical Engineering,304.0,333.0,no
705,LY618,Electronics and Embedded Systems,307.0,339.0,no
706,LY708,Applied Computing,300.0,348.0,no
707,LY818,Science (Common Entry),302.0,371.0,no
708,LY828,Agriculture (Common Entry),300.0,342.0,no
709,LY908,General Nursing,383.0,390.0,no
710,LY918,Psychiatric Nursing,291.0,332.0,no
711,LY928,Intellectual Disability Nursing,288.0,299.0,no
712,LY968,"Early Childhood Care, Health and Education",300.0,336.0,no
713,LY978,Health & Social Care (Common Entry),260.0,299.0,no
715,MI001,Contemporary & Applied Theatre Studies,345.0,381.0,no
716,MI002,Arts (offered in conjunction with the University of Limerick),300.0,378.0,no
717,MI005,Education - Primary Teaching,473.0,506.0,no
718,MI006,Education - Primary Teaching (Gaeltacht Applicants),442.0,473.0,yes
719,MI007,Early Childhood Care and Education,366.0,402.0,no
720,MI008,Education and Psychology - Primary Teaching,543.0,555.0,no
721,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392.0,420.0,no
722,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326.0,355.0,no
723,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377.0,387.0,no
724,MI012,"Education, Irish and Business Studies (Thurles Campus)",398.0,440.0,no
725,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433.0,465.0,no
727,CI101,Counselling and Psychotherapy (Limerick),276.0,328.0,no
729,LC110,"Art and Design (Common Entry, portfolio)",734.0,918.0,yes
730,LC114,Fashion and Textiles for Product and Costume (portfolio),900.0,988.0,yes
731,LC220,Digital Marketing,254.0,288.0,no
732,LC223,Law and Taxation,308.0,372.0,no
733,LC224,Accounting and Finance,299.0,382.0,no
734,LC225,Marketing and Management,298.0,337.0,no
735,LC226,Enterprise and Innovation,216.0,298.0,no
736,LC233,Software Development,300.0,371.0,no
737,LC234,Interactive Digital Media,219.0,288.0,no
738,LC236,Internet Systems Development,298.0,319.0,no
739,LC239,Computer Networks and Systems Management,335.0,347.0,no
740,LC241,Construction Management,276.0,303.0,no
741,LC242,Property Valuation and Management,292.0,328.0,no
742,LC243,Quantity Surveying,281.0,360.0,no
743,LC248,Built Environment (Common Entry),307.0,350.0,no
744,LC252,Civil Engineering Management,281.0,331.0,no
745,LC263,Clinical Technology,282.0,359.0,no
746,LC265,Forensic and Pharmaceutical Sciences,335.0,368.0,no
747,LC266,Drug and Medicinal Product Analysis,236.0,299.0,no
748,LC275,Electrical Engineering,288.0,340.0,no
749,LC288,Mechanical Engineering,307.0,360.0,no
750,LC289,Precision Engineering,280.0,369.0,no
751,LC292,Social Care Work,360.0,389.0,no
752,LC293,Business Studies with Travel and Tourism Management,299.0,326.0,no
753,LC294,Business Studies with Event Management,271.0,300.0,no
754,LC295,Business Studies with Sports Management,263.0,298.0,no
755,LC297,Community Development,217.0,269.0,no
756,LC320,Business,337.0,378.0,no
757,LC330,Business with Computing,298.0,326.0,no
758,LC340,Interior Design,298.0,349.0,no
759,LC362,Biotechnology and Biopharmaceutical Sciences,379.0,402.0,no
760,LC371,Creative Broadcast and Film Production,298.0,339.0,no
761,LC372,Music Technology and Production,321.0,369.0,no
762,LC374,Renewable and Electrical Energy Engineering,317.0,368.0,no
763,LC375,Industrial Automation & Robotic Systems,321.0,368.0,no
764,LC376,Electronic Engineering,308.0,346.0,no
765,LC380,Automotive Engineering and Transport Management,282.0,329.0,no
766,LC392,Beauty and Spa Management,217.0,318.0,no
767,LC393,Early Childhood Education & Care,260.0,309.0,no
768,LC401,Early Childhood Education & Care (Thurles),298.0,387.0,no
769,LC402,Social Care Work (Thurles),209.0,290.0,no
770,LC408,Environmental and Geographical Sciences (Thurles),262.0,346.0,no
771,LC411,Marketing and Management (Thurles),226.0,300.0,no
772,LC418,Computing - Games Design and Development (Thurles),271.0,318.0,no
773,LC422,Sports Strength and Conditioning (Thurles),288.0,333.0,no
774,LC434,Environmental Management in Agriculture (Thurles),278.0,347.0,no
775,LC502,"Game Art and Design (Clonmel, portfolio)",838.0,950.0,yes
776,LC517,Creative Media and Design (Clonmel),229.0,273.0,no
777,LC518,"Digital Animation Production (Clonmel, portfolio)",816.0,962.0,yes
778,LC612,Social Care Work (Ennis),319.0,338.0,no
779,LC613,Early Childhood Education & Care (Ennis),346.0,388.0,no
781,LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,388.0,no
782,LM020,Law and Accounting,436.0,476.0,no
783,LM026,Performing Arts (audition required),307.0,367.0,yes
784,LM028,Criminal Justice,387.0,409.0,no
785,LM029,Law Plus,473.0,499.0,no
786,LM038,Psychology and Sociology,478.0,489.0,no
787,LM039,Journalism and New Media,388.0,430.0,no
788,LM040,European Studies,350.0,462.0,no
789,LM044,Applied Languages,404.0,473.0,no
790,LM050,Business Studies,419.0,455.0,no
791,LM056,International Business,511.0,543.0,no
792,LM058,Financial Mathematics,434.0,543.0,no
793,LM063,Technology Management,372.0,409.0,no
794,LM068,Food Science and Health,400.0,430.0,no
795,LM076,Product Design and Technology (portfolio required),402.0,466.0,yes
796,LM077,Aeronautical Engineering,469.0,531.0,no
797,LM082,Construction Management and Engineering,368.0,404.0,no
798,LM089,Sport and Exercise Sciences,441.0,466.0,no
799,LM090,Physical Education with concurrent Teacher Education,498.0,520.0,no
800,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,509.0,no
801,LM093,Equine Science,338.0,381.0,no
802,LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,433.0,no
803,LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,409.0,no
804,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,422.0,no
805,LM099,Architecture (portfolio required),419.0,473.0,yes
806,LM100,Physiotherapy,565.0,577.0,no
807,LM101,Medicine  - Graduate Entry (GAMSAT required),55.0,57.0,yes
808,LM102,Psychology,495.0,519.0,no
809,LM103,Paramedic Studies (B and C1 Drivers Licence),313.0,403.0,yes
810,LM115,Chemical and Biochemical Engineering,456.0,520.0,no
811,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,498.0,no
812,LM118,Electronic and Computer Engineering,401.0,498.0,no
813,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,420.0,no
814,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330.0,430.0,no
815,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,455.0,no
816,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Science),427.0,521.0,no
817,LM125,Physics (Applied Physics/Mathematics and Physics),405.0,509.0,no
818,LM150,General Nursing,440.0,463.0,no
819,LM152,Mental Health Nursing,388.0,418.0,no
820,LM154,Intellectual Disability Nursing,381.0,408.0,no
821,LM156,Midwifery,429.0,444.0,no
823,MU001,Theology and Arts,290.0,318.0,no
824,MU002,Theology,292.0,377.0,no
826,MH001,Education - Primary Teaching (Froebel),496.0,520.0,no
827,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),441.0,0.0,yes
828,MH101,Arts,316.0,369.0,no
829,MH103,Music,,367.0,yes
830,MH106,Psychology - 3 years,495.0,499.0,no
831,MH107,Social Science,326.0,349.0,no
832,MH109,Media Studies,317.0,377.0,no
833,MH116,Community and Youth Work (Full-Time),,271.0,yes
834,MH201,Science,350.0,392.0,no
835,MH202,Biotechnology,429.0,446.0,no
836,MH204,Physics with Astrophysics,420.0,488.0,no
837,MH206,Theoretical Physics and Mathematics,498.0,566.0,no
838,MH207,Data Science,434.0,466.0,no
839,MH208,Biological and Biomedical Sciences,451.0,476.0,no
840,MH209,Psychology (through Science) - 4 years,473.0,485.0,no
841,MH210,Pharmaceutical and Biomedical Chemistry,446.0,466.0,no
842,MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,476.0,no
843,MH304,Engineering (Computer/Electronic/Communications),371.0,423.0,no
844,MH305,Product Design,358.0,411.0,no
845,MH306,Robotics and Intelligent Devices,361.0,424.0,no
846,MH401,Finance (options),352.0,392.0,no
847,MH402,Quantitative Finance,476.0,487.0,no
848,MH403,Accounting and Finance,402.0,432.0,no
849,MH404,Business (options),400.0,429.0,no
850,MH405,Equine Business,357.0,398.0,no
851,MH407,Business and Accounting,401.0,420.0,no
852,MH411,Entrepreneurship,358.0,388.0,no
853,MH501,LLB Law - four year Single Major Law programme,451.0,476.0,no
854,MH502,Law (options),410.0,442.0,no
855,MH601,Computer Science through Arts (options),342.0,369.0,no
856,MH602,Computer Science through Science (options),357.0,413.0,no
857,MH603,Computational Thinking,520.0,543.0,no
858,MH801,Early Childhood - Teaching and Learning (part-time),347.0,358.0,no
859,MH802,"Community and Youth Work (part-time, in service",,0.0,yes
860,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",,0.0,yes
862,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456.0,497.0,no
863,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400.0,433.0,no
864,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421.0,457.0,no
865,AS051,"Nutrition, Food and Business Management",337.0,399.0,no
866,AS054,Home Economics,387.0,401.0,no
867,AS110,General Nursing,391.0,409.0,no
868,AS130,Intellectual Disability Nursing,317.0,338.0,no
870,SG141,Business,252.0,317.0,no
871,SG142,Business in International Marketing and Sales with French,270.0,388.0,no
872,SG144,Business in International Marketing and Sales with Spanish,280.0,388.0,no
873,SG146,Accounting,307.0,347.0,no
874,SG147,Sport with Business,269.0,316.0,no
875,SG148,Tourism with Event Management,246.0,282.0,no
876,SG149,Business in Finance and Investment,262.0,357.0,no
877,SG241,Performing Arts,279.0,348.0,no
878,SG242,Early Childhood Care and Education,278.0,318.0,no
879,SG243,Social Care Practice,297.0,338.0,no
880,SG244,Fine Art,355.0,496.0,yes
881,SG245,Creative Design,261.0,338.0,no
882,SG246,Computing,295.0,368.0,no
883,SG247,English and Psychology,308.0,336.0,no
884,SG248,Sociology and Politics,282.0,320.0,no
885,SG249,Writing and Literature,279.0,338.0,no
886,SG250,Application Design and User Experience,290.0,431.0,no
887,SG251,Computing (Smart Technologies),303.0,391.0,no
888,SG252,Software Development,300.0,354.0,no
889,SG253,Computer Networks and Cloud Infrastructure,273.0,341.0,no
890,SG343,Quantity Surveying,261.0,302.0,no
891,SG346,Construction Project Management and Applied Technology,289.0,351.0,no
892,SG347,Architecture,309.0,357.0,no
893,SG441,Environmental Science,297.0,358.0,no
894,SG442,Occupational Safety and Health,289.0,330.0,no
895,SG443,Human Nutrition,357.0,419.0,no
896,SG444,Science (Undenominated),308.0,369.0,no
897,SG445,Pharmaceutical Science with Drug Development,347.0,369.0,no
898,SG446,Applied Archaeology,289.0,290.0,no
899,SG447,Health Science and Physical Activity,316.0,363.0,no
900,SG448,Forensic Investigation and Analysis,306.0,348.0,no
901,SG449,Medical Biotechnology,329.0,352.0,no
903,TL801,Animation Visual Effects and Motion Design,281.0,341.0,no
904,TL802,"TV, Radio and New Media",306.0,356.0,no
905,TL803,Music Technology,264.0,288.0,no
906,TL810,Computing with Software Development,309.0,341.0,no
907,TL811,Computing with Games Development,310.0,334.0,no
908,TL812,Computing with Digital Media,369.0,369.0,no
909,TL815,Computing (Degree Award options),308.0,378.0,no
910,TL823,Event Management (3 year programme),291.0,346.0,no
911,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,372.0,no
912,TL842,Construction Management,,0.0,no
913,TL844,Agricultural Engineering,311.0,368.0,no
914,TL845,Civil Engineering,300.0,364.0,no
915,TL847,Manufacturing Engineering,,0.0,no
916,TL848,Agricultural Science,331.0,362.0,no
917,TL851,Wildlife Biology (Degree Award options),310.0,362.0,no
918,TL855,Pharmaceutical Science (Degree Award options),342.0,386.0,no
919,TL858,Veterinary Bioscience,326.0,369.0,no
920,TL871,Health and Leisure (Degree Award options),303.0,346.0,no
921,TL872,Health and Leisure with Massage,288.0,357.0,no
922,TL873,Coaching and Sports Performance,282.0,336.0,no
923,TL880,Early Childhood Care and Education,307.0,347.0,no
924,TL881,Social Care,308.0,356.0,no
925,TL889,Counselling with Addiction - Mature applicants only,,0.0,yes
926,TL890,General Nursing and Mature Applicants,407.0,431.0,no
927,TL891,Mental Health Nursing and Mature Applicants,367.0,379.0,no
929,WD001,Applied Computing (options),279.0,358.0,no
930,WD002,Science (options),302.0,377.0,no
931,WD005,Health Sciences (options),288.0,347.0,no
932,WD006,Exercise Sciences (options),282.0,337.0,no
933,WD007,Engineering (options),287.0,382.0,no
934,WD025,Construction Management and Engineering,269.0,327.0,no
935,WD027,Music,290.0,317.0,yes
936,WD048,Business (options),278.0,357.0,no
937,WD084,Accounting,307.0,403.0,no
938,WD091,Hospitality Management,210.0,281.0,no
939,WD116,General Nursing,413.0,430.0,no
940,WD117,Psychiatric Nursing,361.0,382.0,no
941,WD120,Intellectual Disability Nursing,338.0,359.0,no
942,WD134,International Business,289.0,350.0,no
943,WD137,Design (Visual Communications),253.0,373.0,no
944,WD140,Laws,290.0,352.0,no
945,WD144,Architecture,283.0,385.0,no
946,WD147,Pharmaceutical Science,298.0,363.0,no
947,WD148,Tourism Marketing,269.0,338.0,no
948,WD149,Early Childhood Studies,288.0,336.0,no
949,WD150,Criminal Justice Studies,271.0,311.0,no
950,WD152,Visual Art,253.0,323.0,no
951,WD161,Computer Forensics and Security,262.0,401.0,no
952,WD162,Quantity Surveying,260.0,320.0,no
953,WD163,Psychology,390.0,429.0,no
954,WD186,Sports Coaching and Performance,276.0,327.0,no
955,WD187,Social Science,271.0,321.0,no
956,WD191,Agricultural Science,378.0,421.0,no
957,WD192,Social Care Practice,279.0,323.0,no
958,WD193,Marketing and Digital Media,290.0,358.0,no
959,WD194,Culinary Arts,235.0,331.0,no
960,WD195,Architectural and Building Information Modelling Technology,266.0,305.0,no
961,WD200,Arts (options),221.0,296.0,no
962,WD210,Software Systems Development,271.0,329.0,no
963,WD211,Creative Computing,275.0,322.0,no
964,WD212,Recreation and Sport Management,274.0,311.0,no
965,WD230,Mechanical and Manufacturing Engineering,273.0,348.0,no
